0 1.5258e+03
1000 1.5184e+03
2000 1.5084e+03
3000 1.5006e+03
4000 1.4859e+03
5000 1.4839e+03
6000 1.4804e+03
7000 1.4795e+03
8000 1.4787e+03
9000 1.4771e+03
10000 1.4764e+03
