0 8.9812e+02
1000 8.9337e+02
2000 8.8615e+02
3000 8.8109e+02
4000 8.7247e+02
5000 8.5629e+02
6000 8.4901e+02
7000 8.3987e+02
8000 8.2677e+02
9000 8.1382e+02
10000 7.7712e+02
