#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        VOLUME          
1000              1.49545002e+06  9.03675735e+05 -3.37498209e+04  6.83644489e+05  0.00000000e+00 -5.81203841e+04 -2.39918495e+04  2.99237658e+05  4.51937851e+07  2.32000727e+04  4.32225571e+02  9.23684183e+04
2000              9.03514106e+05  3.47842883e+05 -3.32786132e+04  7.37200208e+05  0.00000000e+00 -1.48250372e+05 -9.33401001e+04  2.74741688e+05  2.74490735e+07  1.39610605e+04  4.26190931e+02  9.36768724e+04
3000              5.09534142e+05 -9.12230528e+03 -3.26081582e+04  7.60796897e+05  0.00000000e+00 -2.09532291e+05 -1.38289052e+05  2.56053767e+05  1.79519277e+07  9.09240265e+03  4.17604581e+02  9.56061279e+04
4000              2.89235240e+05 -2.09896962e+05 -3.20691082e+04  7.86941147e+05  0.00000000e+00 -2.55739837e+05 -1.71728598e+05  2.41694946e+05  1.17403584e+07  5.92543031e+03  4.10701101e+02  9.72076905e+04
5000              1.40825312e+05 -3.38075604e+05 -3.18046328e+04  8.03899918e+05  0.00000000e+00 -2.93194369e+05 -1.99906404e+05  2.31394871e+05  8.27844734e+06  4.24601881e+03  4.07314031e+02  9.80155552e+04
6000              2.80368959e+04 -4.40255084e+05 -3.15691590e+04  8.15209777e+05  0.00000000e+00 -3.15348638e+05 -2.15649370e+05  2.23402214e+05  6.41610334e+06  3.34920420e+03  4.04298377e+02  9.87468974e+04
7000             -4.28031248e+04 -5.14536778e+05 -3.12003512e+04  8.25120872e+05  0.00000000e+00 -3.22186868e+05 -2.21172801e+05  2.21004259e+05  3.69416189e+06  2.05398531e+03  3.99575146e+02  9.99140462e+04
8000             -9.27578743e+04 -5.50545735e+05 -3.08104389e+04  8.29145113e+05  0.00000000e+00 -3.40546813e+05 -2.34294127e+05  2.14958692e+05  2.66968523e+06  1.56553523e+03  3.94581636e+02  1.01178533e+05
9000             -1.12384008e+05 -5.72458827e+05 -3.05877719e+04  8.44979437e+05  0.00000000e+00 -3.54316846e+05 -2.44426609e+05  2.10248802e+05  1.87535303e+06  1.18935723e+03  3.91729995e+02  1.01915173e+05
10000            -1.41859446e+05 -5.85395160e+05 -3.03792772e+04  8.50925776e+05  0.00000000e+00 -3.77010785e+05 -2.62123328e+05  2.04487171e+05  1.20062353e+06  8.75371273e+02  3.89059856e+02  1.02614366e+05
