0 4.3811e+02
1000 4.2958e+02
2000 4.2189e+02
3000 4.1173e+02
4000 4.0824e+02
5000 4.0577e+02
6000 4.0147e+02
7000 3.9783e+02
8000 3.9390e+02
9000 3.9050e+02
10000 3.8760e+02
