0 1.3796e+03
1000 1.3651e+03
2000 1.3575e+03
3000 1.3475e+03
4000 1.3289e+03
5000 1.3214e+03
6000 1.3175e+03
7000 1.2932e+03
8000 1.2774e+03
9000 1.2661e+03
10000 1.2535e+03
