0 1.3796e+03
1000 1.3549e+03
2000 1.3500e+03
3000 1.3500e+03
4000 1.3456e+03
5000 1.3402e+03
6000 1.3332e+03
7000 1.3272e+03
8000 1.3194e+03
9000 1.3105e+03
10000 1.3081e+03
