#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        VOLUME          
2500              4.32744635e+07  4.29729337e+07 -1.39691169e+05  8.14484305e+05  0.00000000e+00 -3.73263379e+05  4.39650197e+05  2.94434434e+06  1.33803615e+09  6.76132757e+05  1.35952072e+03  9.24831069e+04
5000              1.53373838e+07  1.71013863e+07 -1.37106792e+05  9.89078483e+05  0.00000000e+00 -2.61597419e+06  6.31414990e+04  1.06268934e+06  4.58007608e+08  2.24776755e+05  1.33436872e+03  9.42166818e+04
7500              7.86232366e+06  9.81975294e+06 -1.36629415e+05  1.06296413e+06  0.00000000e+00 -2.88376399e+06 -6.37302028e+04  9.13322541e+05  2.79252454e+08  1.36557594e+05  1.32972272e+03  9.45457966e+04
10000             3.55363728e+06  5.73119073e+06 -1.36300639e+05  1.09320135e+06  0.00000000e+00 -3.13445417e+06 -1.58807704e+05  7.54147709e+05  1.85078393e+08  9.02997272e+04  1.32652296e+03  9.47737337e+04
12500             1.19678351e+06  3.49320846e+06 -1.36182837e+05  1.10335146e+06  0.00000000e+00 -3.26359357e+06 -2.12517240e+05  6.77389696e+05  1.34786015e+08  6.57728476e+04  1.32537648e+03  9.48556999e+04
15000            -2.76225707e+05  2.13345670e+06 -1.36076846e+05  1.08406917e+06  0.00000000e+00 -3.35767473e+06 -2.48204279e+05  6.18529489e+05  9.91869379e+07  4.84706758e+04  1.32434493e+03  9.49295975e+04
17500            -1.09804180e+06  1.36168348e+06 -1.35934542e+05  1.09107355e+06  0.00000000e+00 -3.41486429e+06 -2.68177060e+05  5.81015279e+05  8.08596458e+07  3.95366539e+04  1.32295999e+03  9.50289623e+04
20000            -1.72516213e+06  7.95929256e+05 -1.35835479e+05  1.09332306e+06  0.00000000e+00 -3.47857897e+06 -2.90291016e+05  5.38576645e+05  6.81819322e+07  3.33687684e+04  1.32199587e+03  9.50982677e+04
22500            -2.22837000e+06  3.45581019e+05 -1.35774331e+05  1.09628903e+06  0.00000000e+00 -3.53446571e+06 -3.19562177e+05  5.11230283e+05  5.77657660e+07  2.83091659e+04  1.32140076e+03  9.51410948e+04
25000            -2.64389710e+06 -2.04723050e+04 -1.35677232e+05  1.09466321e+06  0.00000000e+00 -3.58241078e+06 -3.42893614e+05  4.86628874e+05  5.06174570e+07  2.48364101e+04  1.32045576e+03  9.52091904e+04
