0 8.9812e+02
1000 8.8895e+02
2000 8.8075e+02
3000 8.7028e+02
4000 8.6725e+02
5000 8.6558e+02
6000 8.6443e+02
7000 8.6407e+02
8000 8.6283e+02
9000 8.6162e+02
10000 8.6017e+02
