#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        
500000            1.97359436e+05 -1.23456347e+05 -1.40802874e+04  3.34896070e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.37218024e+07  2.73102106e+04  3.99761050e+02
1000000           3.02770335e+04 -2.99375759e+05 -1.40802874e+04  3.43733080e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.69895364e+05  9.28284175e+01  3.99761050e+02
1500000           1.98524906e+04 -3.14924450e+05 -1.40802874e+04  3.48857228e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.91273449e+05  3.15278116e+01  3.99761050e+02
2000000           1.65195236e+04 -3.30509178e+05 -1.40802874e+04  3.61108989e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.16970984e+05  1.85495674e+01  3.99761050e+02
2500000          -5.41469815e+03 -3.38838213e+05 -1.40802874e+04  3.47503803e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.89524247e+05  3.24112261e+01  3.99761050e+02
3000000           1.59960798e+04 -3.23244884e+05 -1.40802874e+04  3.53321251e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.93044431e+05 -7.03743022e+01  3.99761050e+02
3500000           1.03548299e+04 -3.24353986e+05 -1.40802874e+04  3.48789104e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.75568495e+05  8.99632683e+01  3.99761050e+02
4000000           7.57046612e+03 -3.27486485e+05 -1.40802874e+04  3.49137239e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.88840278e+05  3.27566569e+01  3.99761050e+02
4500000           1.52238851e+04 -3.25132554e+05 -1.40802874e+04  3.54436726e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.05129455e+05 -2.59738550e+01  3.99761050e+02
50000000          1.73691802e+04 -3.27826156e+05 -1.40802874e+04  3.59275624e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.43069598e+05 -4.51350879e+01  3.99761050e+02
