#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        VOLUME          
1000              1.05072712e+08  1.01862748e+08 -2.04520715e+05  8.86358111e+05  0.00000000e+00  2.52812651e+06  7.29442246e+05  5.57313289e+06  2.00473873e+09  1.01302808e+06  1.52134444e+03  9.13924797e+04
2000              8.65437414e+07  8.51453670e+07 -2.03274829e+05  9.97366961e+05  0.00000000e+00  6.04282215e+05  5.50722210e+05  3.82311276e+06  1.63519203e+09  8.20610074e+05  1.51207681e+03  9.19524239e+04
3000              7.56617612e+07  7.49872778e+07 -2.02622569e+05  1.08310698e+06  0.00000000e+00 -2.06001071e+05  4.27248370e+05  3.13270598e+06  1.43497639e+09  7.17749477e+05  1.50722492e+03  9.22485333e+04
4000              6.70541976e+07  6.67140302e+07 -2.01448761e+05  1.14229081e+06  0.00000000e+00 -6.00674605e+05  3.44541091e+05  2.81828232e+06  1.27047118e+09  6.32662536e+05  1.49849345e+03  9.27860687e+04
5000              6.03667901e+07  6.01973788e+07 -2.00158192e+05  1.20083418e+06  0.00000000e+00 -8.31264728e+05  2.96797172e+05  2.63427713e+06  1.16210033e+09  5.75816853e+05  1.48889344e+03  9.33844805e+04
6000              5.52960315e+07  5.51958045e+07 -1.99308548e+05  1.24100720e+06  0.00000000e+00 -9.41471620e+05  2.75931879e+05  2.54305067e+06  1.04796085e+09  5.15642060e+05  1.48257330e+03  9.37823096e+04
7000              4.94067374e+07  4.93419899e+07 -1.97249306e+05  1.29054387e+06  0.00000000e+00 -1.02854710e+06  2.57814898e+05  2.47088372e+06  9.87093209e+08  4.84454355e+05  1.46725545e+03  9.47652392e+04
8000              4.17588767e+07  4.18209244e+07 -1.94082110e+05  1.34693171e+06  0.00000000e+00 -1.21489725e+06  1.94173529e+05  2.34568630e+06  8.26312328e+08  3.97388903e+05  1.44369600e+03  9.63115397e+04
9000              3.56973695e+07  3.58844109e+07 -1.90711227e+05  1.36591869e+06  0.00000000e+00 -1.36224882e+06  1.33571441e+05  2.25679607e+06  7.07094042e+08  3.33917900e+05  1.41862140e+03  9.80103251e+04
10000             3.20613406e+07  3.24032070e+07 -1.89082884e+05  1.37477095e+06  0.00000000e+00 -1.52755454e+06  9.49574119e+04  2.12890243e+06  6.40440247e+08  2.99584585e+05  1.40650884e+03  9.88540835e+04
