0 1.5258e+03
1000 1.5151e+03
2000 1.5100e+03
3000 1.5032e+03
4000 1.4956e+03
5000 1.4850e+03
6000 1.4811e+03
7000 1.4510e+03
8000 1.4245e+03
9000 1.4108e+03
10000 1.4052e+03
