0 8.9812e+02
1000 8.8594e+02
2000 8.7931e+02
3000 8.6890e+02
4000 8.6377e+02
5000 8.5162e+02
6000 8.3941e+02
7000 8.2674e+02
8000 8.2297e+02
9000 8.1956e+02
10000 8.1573e+02
