#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        VOLUME          
2500              1.62336868e+07  1.54755286e+07 -1.03555047e+05  9.98803625e+05  0.00000000e+00 -1.37090395e+05 -5.33137094e+04  6.58975412e+05  5.03651097e+08  2.54925304e+05  8.79513678e+02  9.30624621e+04
5000              7.67445166e+06  6.91959241e+06 -1.00660250e+05  1.17803208e+06  0.00000000e+00 -3.22512583e+05 -1.41919847e+05  5.55740559e+05  2.17365051e+08  1.06557209e+05  8.54927591e+02  9.57324135e+04
7500              4.87640876e+06  4.14761834e+06 -9.96896986e+04  1.26183321e+06  0.00000000e+00 -4.33353091e+05 -2.07086036e+05  5.06192490e+05  1.33674197e+08  6.43988165e+04  8.46684504e+02  9.66616311e+04
10000             3.51112588e+06  2.81427808e+06 -9.90376611e+04  1.29193639e+06  0.00000000e+00 -4.96050937e+05 -2.43979150e+05  4.78034041e+05  1.01748652e+08  4.87324381e+04  8.41146620e+02  9.72974696e+04
12500             2.53365897e+06  1.81455137e+06 -9.85593356e+04  1.33119772e+06  0.00000000e+00 -5.13530783e+05 -2.54392514e+05  4.68729938e+05  8.38278812e+07  4.00479003e+04  8.37084106e+02  9.77695268e+04
15000             1.71887267e+06  1.02498959e+06 -9.80101925e+04  1.36261014e+06  0.00000000e+00 -5.70716865e+05 -2.84828621e+05  4.40461777e+05  6.95741396e+07  3.32054296e+04  8.32420123e+02  9.83174682e+04
17500             9.71518364e+05  3.25180265e+05 -9.73613967e+04  1.36265541e+06  0.00000000e+00 -6.18955914e+05 -3.12162319e+05  4.18262249e+05  5.42136520e+07  2.58233176e+04  8.26909771e+02  9.89729332e+04
20000             4.91855854e+05 -1.31400849e+05 -9.62863680e+04  1.36796202e+06  0.00000000e+00 -6.48418949e+05 -3.29817312e+05  4.05884214e+05  4.38422358e+07  2.08295743e+04  8.17779338e+02  1.00079141e+05
22500             1.46680688e+05 -4.53373070e+05 -9.52838219e+04  1.38088758e+06  0.00000000e+00 -6.85549997e+05 -3.53438077e+05  3.92402608e+05  3.57463074e+07  1.68480579e+04  8.09264514e+02  1.01130893e+05
25000            -9.42158771e+04 -6.61817237e+05 -9.47343358e+04  1.37359888e+06  0.00000000e+00 -7.11263186e+05 -3.71707729e+05  3.84466047e+05  3.06291513e+07  1.44080969e+04  8.04597619e+02  1.01717942e+05
