0 8.9812e+02
1000 8.8563e+02
2000 8.7327e+02
3000 8.4542e+02
4000 8.2700e+02
5000 8.2140e+02
6000 8.1335e+02
7000 8.1313e+02
8000 8.1159e+02
9000 8.1082e+02
10000 8.1013e+02
