#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        VOLUME          
2500              1.74706462e+07  1.66866980e+07 -1.04631005e+05  9.79739403e+05  0.00000000e+00 -9.11602802e+04 -6.56659804e+04  7.15841456e+05  5.03660615e+08  2.54930619e+05  8.88652005e+02  9.20997909e+04
5000              9.33248410e+06  8.56957446e+06 -1.03023497e+05  1.16441503e+06  0.00000000e+00 -2.98481892e+05 -1.55515339e+05  5.91233806e+05  2.41159876e+08  1.19844759e+05  8.74999117e+02  9.35346580e+04
7500              5.51585047e+06  4.72112723e+06 -1.01323436e+05  1.27576710e+06  0.00000000e+00 -3.79720423e+05 -1.81048621e+05  5.31963324e+05  1.61602660e+08  7.95015608e+04  8.60560164e+02  9.51068528e+04
10000             3.23479192e+06  2.46048025e+06 -9.89988525e+04  1.31415776e+06  0.00000000e+00 -4.40847233e+05 -2.03735626e+05  4.91080519e+05  1.02270693e+08  4.93516563e+04  8.40817010e+02  9.73379393e+04
12500             2.11379883e+06  1.37851403e+06 -9.77028943e+04  1.33154596e+06  0.00000000e+00 -4.98558258e+05 -2.28488847e+05  4.56749591e+05  7.63877953e+07  3.63485928e+04  8.29810179e+02  9.86275209e+04
15000             1.47561816e+06  7.52018054e+05 -9.68913682e+04  1.35570714e+06  0.00000000e+00 -5.35215666e+05 -2.46172995e+05  4.36488228e+05  6.03712117e+07  2.85344779e+04  8.22917726e+02  9.94526495e+04
17500             9.68219031e+05  2.71068786e+05 -9.62400314e+04  1.36181842e+06  0.00000000e+00 -5.68428139e+05 -2.66056081e+05  4.22915764e+05  5.07959270e+07  2.39749057e+04  8.17385792e+02  1.00126896e+05
20000             5.37940727e+05 -1.14445415e+05 -9.55712409e+04  1.35664614e+06  0.00000000e+00 -6.08688756e+05 -2.89016432e+05  4.04869620e+05  4.27519941e+07  2.00671320e+04  8.11705621e+02  1.00826425e+05
22500             2.39987395e+05 -3.80016334e+05 -9.53697666e+04  1.35664659e+06  0.00000000e+00 -6.41273093e+05 -3.04266968e+05  3.87165191e+05  3.58450174e+07  1.68443129e+04  8.09994460e+02  1.01039288e+05
25000             4.81109057e+04 -5.27005566e+05 -9.52816928e+04  1.35577688e+06  0.00000000e+00 -6.85378719e+05 -3.26296055e+05  3.65901718e+05  3.28040895e+07  1.54407384e+04  8.09246431e+02  1.01132678e+05
