0 1.2120e+03
1000 1.2007e+03
2000 1.1800e+03
3000 1.1458e+03
4000 1.1267e+03
5000 1.1140e+03
6000 1.0907e+03
7000 1.0715e+03
8000 1.0469e+03
9000 1.0409e+03
10000 1.0391e+03
