#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        VOLUME          
1000              5.13377998e+07  5.04286554e+07 -1.51122801e+05  8.84420282e+05  0.00000000e+00  1.75846974e+05  1.37819970e+04  1.25094606e+06  1.08120319e+09  5.46609154e+05  1.20944780e+03  9.13154223e+04
2000              3.82474637e+07  3.76428832e+07 -1.49256322e+05  9.99828066e+05  0.00000000e+00 -2.45991255e+05 -9.52078480e+04  9.31989597e+05  7.87525322e+08  3.94582496e+05  1.19451023e+03  9.24567812e+04
3000              2.82204402e+07  2.77059076e+07 -1.45556481e+05  1.09869294e+06  0.00000000e+00 -4.38603876e+05 -1.48917277e+05  7.89743918e+05  6.15833245e+08  3.03368132e+05  1.16490011e+03  9.48135071e+04
4000              2.10258066e+07  2.05289072e+07 -1.41797332e+05  1.17653867e+06  0.00000000e+00 -5.37841983e+05 -1.83898725e+05  7.22627840e+05  4.49942657e+08  2.15360760e+05  1.13481534e+03  9.73236851e+04
5000              1.71063065e+07  1.66507213e+07 -1.40275177e+05  1.23133062e+06  0.00000000e+00 -6.35470231e+05 -2.18515985e+05  6.57022083e+05  3.64997797e+08  1.71887844e+05  1.12263341e+03  9.83784087e+04
6000              1.32844289e+07  1.28808898e+07 -1.37641363e+05  1.26429510e+06  0.00000000e+00 -7.23114710e+05 -2.60599444e+05  6.09761152e+05  3.07087987e+08  1.43073065e+05  1.10155479e+03  1.00263563e+05
7000              1.04674951e+07  1.00802876e+07 -1.34876101e+05  1.30150556e+06  0.00000000e+00 -7.79422014e+05 -2.91110940e+05  5.82477301e+05  2.49453792e+08  1.13881170e+05  1.07942417e+03  1.02317402e+05
8000              8.23984352e+06  7.85713503e+06 -1.32632469e+05  1.33346214e+06  0.00000000e+00 -8.18121187e+05 -2.97463913e+05  5.48036575e+05  2.09305682e+08  9.39565978e+04  1.06146821e+03  1.04051877e+05
9000              6.43308181e+06  6.04126945e+06 -1.30256268e+05  1.36911102e+06  0.00000000e+00 -8.47042394e+05 -3.11870699e+05  5.32470913e+05  1.64952525e+08  7.24465079e+04  1.04245128e+03  1.05943401e+05
10000             5.48485000e+06  5.10110909e+06 -1.29985014e+05  1.37153023e+06  0.00000000e+00 -8.57804306e+05 -3.23434181e+05  5.32636468e+05  1.48523958e+08  6.49076050e+04  1.04028041e+03  1.06163886e+05
