0 1.5074e+03
1000 1.4908e+03
2000 1.4805e+03
3000 1.4733e+03
4000 1.4635e+03
5000 1.4604e+03
6000 1.4590e+03
7000 1.4569e+03
8000 1.4545e+03
9000 1.4527e+03
10000 1.4493e+03
