#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_DENS        VOLUME          
2500              8.61831568e+07  8.43382456e+07 -2.01677663e+05  9.71317732e+05  0.00000000e+00  1.07527110e+06  5.80308272e+05  4.26581010e+06  2.00478812e+09  1.01305076e+06  1.50019616e+03  9.26874338e+04
5000              5.75445280e+07  5.71953089e+07 -1.95969371e+05  1.12480594e+06  0.00000000e+00 -5.79617426e+05  2.91860263e+05  2.89105016e+06  1.20416580e+09  5.88587423e+05  1.45773455e+03  9.53861245e+04
7500              3.88304905e+07  3.90783580e+07 -1.89174082e+05  1.22108940e+06  0.00000000e+00 -1.27978279e+06  1.14966647e+05  2.36194194e+06  8.72078258e+08  4.14342095e+05  1.40718722e+03  9.88176846e+04
10000             2.84708530e+07  2.90533005e+07 -1.84537886e+05  1.30331259e+06  0.00000000e+00 -1.70122220e+06  2.22689314e+04  2.02931310e+06  6.26146254e+08  2.87814202e+05  1.37270049e+03  1.01295544e+05
12500             2.01077472e+07  2.09849364e+07 -1.79322018e+05  1.33853341e+06  0.00000000e+00 -2.03640053e+06 -5.78617859e+04  1.76969659e+06  4.79049454e+08  2.14777741e+05  1.33390182e+03  1.04239859e+05
15000             1.52758694e+07  1.63710186e+07 -1.76453923e+05  1.36828263e+06  0.00000000e+00 -2.28697790e+06 -1.08281715e+05  1.56616611e+06  3.87825918e+08  1.70497083e+05  1.31256726e+03  1.05930528e+05
17500             1.20791601e+07  1.32698752e+07 -1.74720352e+05  1.38236411e+06  0.00000000e+00 -2.39835890e+06 -1.48728743e+05  1.49393645e+06  3.15221291e+08  1.36655922e+05  1.29967194e+03  1.06980751e+05
20000             1.00207335e+07  1.13495450e+07 -1.73791549e+05  1.38779175e+06  0.00000000e+00 -2.54281170e+06 -1.92003529e+05  1.39145716e+06  2.76534273e+08  1.19004388e+05  1.29276296e+03  1.07551889e+05
22500             8.54888715e+06  9.99475706e+06 -1.73355527e+05  1.40274591e+06  0.00000000e+00 -2.67526028e+06 -2.33790351e+05  1.29881953e+06  2.51859097e+08  1.08170079e+05  1.28951958e+03  1.07822467e+05
25000             6.93582783e+06  8.48386760e+06 -1.73089528e+05  1.41506537e+06  0.00000000e+00 -2.79001562e+06 -2.67913931e+05  1.21663164e+06  2.28121731e+08  9.77291601e+04  1.28754093e+03  1.07988057e+05
